"SITEYR","Year","StreamName","Northing83","Easting83","Latitude83","Longitude8","Long83","MDE6Digit","MDE6Name","Basin","MDE8Digit","MDE8Name","SHEDNUM","DNR12DIG","CountyName","CountyCode","BIBIStrata","FIBIStrata","DIST","UTM17N_LON","UTM17N_LAT","UTM18N_LAT","UTM18N_LON","AlbersX","AlbersY"
"PRWA-101-R-2002",2002,"GREEN SPRING RUN",218807.4,315722.3,39.633653,77.981686,"-77.981686","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0162","021405010162","Washington","WA","HIGHLAND","HIGHLAND",40.5747165356,759066,4391480,0,0,1523399.33961,1990808.98149
"PRWA-102-R-2002",2002,"POTOMAC RIVER UT17",191338.7,337129,39.388064,77.72979,"-77.72979","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0167","021405010167","Washington","WA","HIGHLAND","HIGHLAND",6.27244356772,781647,4364950,0,0,1549665.09275,1967831.41865
"PRWA-103-R-2000",2000,"POTOMAC RIVER UT8",222686.3,309064.2,39.667915,78.059758,"-78.059758","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0160","021405010160","Washington","WA","HIGHLAND","HIGHLAND",13.357778941,752224,4395030,0,0,1516145.71486,1993298.80318
"PRWA-104-R-2000",2000,"GREEN SPRING RUN UT1",218280,316872.8,39.629014,77.96822,"-77.96822","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0162","021405010162","Washington","WA","HIGHLAND","HIGHLAND",11.9482740122,760202,4390980,0,0,1524588.40385,1990489.42739
"PRWA-106-R-2000",2000,"DOWNEY BRANCH",208575.6,331047.5,39.542852,77.802137,"-77.802137","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0165","021405010165","Washington","WA","HIGHLAND","HIGHLAND",14.2844849538,774821,4381910,0,0,1540319.80561,1983684.44273
"PRWA-107-R-2002",2002,"POTOMAC RIVER UT",226036.07,304849.56,39.697631,78.109345,"-78.109345","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0158","021405010158","Washington","WA","HIGHLAND","HIGHLAND",7.34397242289,747843,4398190,0,0,1511361.1205,1995780.23721
"PRWA-109-R-2002",2002,"POTOMAC RIVER UT",219533.34,311593.42,39.639781,78.029871,"-78.029871","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0161","021405010161","Washington","WA","HIGHLAND","HIGHLAND",44.3901674463,754922,4391990,0,0,1519264.16082,1990686.59248
"PRWA-114-R-2002",2002,"POTOMAC RIVER UT15",188766.5,337431.5,39.364918,77.726042,"-77.726042","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0167","021405010167","Washington","WA","HIGHLAND","HIGHLAND",32.1464052979,782098,4362380,0,0,1550510.82999,1965343.13472
"PRWA-116-R-2002",2002,"POTOMAC RIVER UT",223664.38,308145.88,39.676627,78.070593,"-78.070593","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0160","021405010160","Washington","WA","HIGHLAND","HIGHLAND",22.8692913972,751269,4395960,0,0,1515066.0688,1994077.59484
"PRWA-117-R-2000",2000,"GREEN SPRING RUN",219654.2,315546.6,39.641262,77.983838,"-77.983838","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0162","021405010162","Washington","WA","HIGHLAND","HIGHLAND",40.7916991558,758860,4392310,0,0,1523067.70834,1991602.70417
"PRWA-119-R-2000",2000,"POTOMAC RIVER UT9",226494,299128,39.70111,78.176114,"-78.176114","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0155","021405010155","Washington","WA","HIGHLAND","HIGHLAND",63.4183907365,742154,4398440,0,0,1505755.32707,1995157.11839
"PRWA-120-R-2002",2002,"POTOMAC RIVER UT16",190173.6,337576.9,39.377603,77.724484,"-77.724484","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0167","021405010167","Washington","WA","HIGHLAND","HIGHLAND",31.0048838752,782152,4363830,0,0,1550335.84909,1966793.55751
"PRWA-122-R-2000",2000,"POTOMAC RIVER UT10",226419.1,303410,39.700922,78.126182,"-78.126182","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0158","021405010158","Washington","WA","HIGHLAND","HIGHLAND",19.7856561149,746409,4398500,0,0,1509910.53949,1995864.19489
"PRWA-122-R-2002",2002,"POTOMAC RIVER UT",209347.64,326943.39,39.549471,77.849962,"-77.849962","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0165","021405010165","Washington","WA","HIGHLAND","HIGHLAND",11.8666165398,770673,4382480,0,0,1536171.01545,1983622.03028
"PRWA-124-R-2002",2002,"POTOMAC RIVER UT17",191843.2,339094.5,39.392748,77.707021,"-77.707021","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0167","021405010167","Washington","WA","HIGHLAND","HIGHLAND",4.71739698113,783592,4365540,0,0,1551475.27793,1968718.04797
"PRWA-125-R-2002",2002,"DITCH RUN UT2",228566.5,302964.9,39.72021,78.131682,"-78.131682","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0157","021405010157","Washington","WA","HIGHLAND","HIGHLAND",21.1500411713,745864,4400660,0,0,1509037.14199,1997931.20139
"PRWA-126-R-2002",2002,"POTOMAC RIVER UT",211792.83,331443.91,39.571859,77.797853,"-77.797853","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0165","021405010165","Washington","WA","HIGHLAND","HIGHLAND",6.75507488073,775066,4385140,0,0,1540050.69054,1986944.78289
"PRWA-206-R-2002",2002,"GREEN SPRING RUN",217703.2,316227.1,39.623757,77.975669,"-77.975669","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0162","021405010162","Washington","WA","HIGHLAND","HIGHLAND",21.2093919144,759611,4390370,0,0,1524106.70731,1989790.24047
"PRWA-212-R-2008",2008,"GREEN SPRING RUN",216266.391021,316554.721939,39.61085,77.97168,"-77.97168","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0162","021405010162","Washington","WA","HIGHLAND","HIGHLAND",5.67684654273,759977,4388950,0,0,1524728.62216,1988448.01725
"PRWA-215-R-2002",2002,"CAMP SPRING RUN",217703.9,319536.3,39.624076,77.93713,"-77.93713","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0163","021405010163","Washington","WA","HIGHLAND","HIGHLAND",22.1092342,762919,4390520,0,0,1527321.1799,1990437.79956
"PRWA-217-R-2002",2002,"CAMP SPRING RUN",218486.1,319433.5,39.631111,77.938421,"-77.938421","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0163","021405010163","Washington","WA","HIGHLAND","HIGHLAND",36.8357023506,762797,4391300,0,0,1527077.93933,1991199.90412
"WA-A-003-308-95",1995,"MUNSON SPRING BRANCH",227126.2,293601.7,39.706144,78.24064,"-78.24064","021405","Upper Potomac River","UP","02140509","Little Tonoloway Creek","0153","021405090153","Washington","WA","HIGHLAND","HIGHLAND",-9999,736560,4398780,0,0,1500267.22452,1994571.50429
"WA-A-005-118-95",1995,"DITCH RUN",226315.6,302130.5,39.699846,78.141084,"-78.141084","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0157","021405010157","Washington","WA","HIGHLAND","HIGHLAND",-9999,745116,4398350,0,0,1508754.36094,1995536.60532
"WA-A-022-120-95",1995,"POTOMAC RIVER UT4",226832.4,308065.6,39.705148,78.071962,"-78.071962","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0159","021405010159","Washington","WA","HIGHLAND","HIGHLAND",-9999,751027,4399130,0,0,1514331.83788,1997112.61567
"WA-A-040-221-95",1995,"RATTLE RUN",227016.3,315388.5,39.707548,77.986607,"-77.986607","021405","Upper Potomac River","UP","02140506","Licking Creek","0171","021405060171","Washington","WA","HIGHLAND","HIGHLAND",18.6459357617,758338,4399660,0,0,1521399.89867,1998848.70984
"WA-A-045-127-95",1995,"LITTLE TONOLOWAY CREEK UT1 UT1",226267.3,290843.9,39.698068,78.272653,"-78.272653","021405","Upper Potomac River","UP","02140509","Little Tonoloway Creek","0153","021405090153","Washington","WA","HIGHLAND","HIGHLAND",-9999,733840,4397810,0,0,1497844.25693,1993177.24509
"WA-A-053-223-95",1995,"LITTLE CONOCOCHEAGUE CREEK",225551.8,319186.6,39.694721,77.942146,"-77.942146","021405","Upper Potomac River","UP","02140505","Little Conococheague","0176","021405050176","Washington","WA","HIGHLAND","HIGHLAND",5.21540027062,762194,4398340,0,0,1525380.404,1998129.00394
"WA-A-101-219-95",1995,"DITCH RUN UT1",226898.7,302407.5,39.705129,78.137939,"-78.137939","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0157","021405010157","Washington","WA","HIGHLAND","HIGHLAND",-9999,745367,4398950,0,0,1508641.15004,1996119.14463
"WA-A-106-124-95",1995,"LITTLE CONOCOCHEAGUE CREEK UT1",225048.5,317975.7,39.690075,77.956201,"-77.956201","021405","Upper Potomac River","UP","02140505","Little Conococheague","0176","021405050176","Washington","WA","HIGHLAND","HIGHLAND",27.1659850194,760988,4397800,0,0,1524285.10224,1997404.18361
"WA-A-139-235-95",1995,"LITTLE TONOLOWAY CREEK UT2 UT1",228389.1,296500.4,39.717867,78.207039,"-78.207039","021405","Upper Potomac River","UP","02140509","Little Tonoloway Creek","0154","021405090154","Washington","WA","HIGHLAND","HIGHLAND",-9999,739403,4400170,0,0,1502900.5996,1996328.30156
"WA-V-000-914-95",1995,"TOM'S RUN",221675.05,320069.82,39.659889,77.931389,"-77.931389","021405","Upper Potomac River","UP","02140505","Little Conococheague","0174","021405050174","Washington","WA","HIGHLAND","HIGHLAND",31.8384482578,763271,4394540,0,0,1527032.86638,1994500.49332
"WA-V-000-915-95",1995,"POTOMAC RIVER UT",226094.51,299263.66,39.697528,78.174472,"-78.174472","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0155","021405010155","Washington","WA","HIGHLAND","HIGHLAND",51.4080233083,742313,4398020,0,0,1505976.50922,1994762.58237
"WA-V-003-123-95",1995,"SAINT JAMES RUN UT1",209506.9,333696.1,39.551445,77.771419,"-77.771419","021405","Upper Potomac River","UP","02140503","Marsh Run","0185","021405030185","Washington","WA","HIGHLAND","HIGHLAND",-9999,777418,4382950,0,0,1543485.56032,1985933.35936
"WA-V-005-105-95",1995,"ANTIETAM CREEK UT",200317.08,336161.33,39.468861,77.741869,"-77.741869","021405","Upper Potomac River","UP","02140502","Antietam Creek","0188","021405020188","Washington","WA","HIGHLAND","HIGHLAND",71.1780772148,780243,4373820,0,0,1546896.68701,1976454.25943
"WA-V-006-222-95",1995,"LITTLE ANTIETAM CREEK",198198.8,342330.2,39.450212,77.670003,"-77.670003","021405","Upper Potomac River","UP","02140502","Antietam Creek","0189","021405020189","Washington","WA","HIGHLAND","HIGHLAND",-9999,786548,4372030,0,0,1553275.74811,1975632.06735
"WA-V-062-212-95",1995,"BEAVER CREEK",212090.8,343799,39.575428,77.654095,"-77.654095","021405","Upper Potomac River","UP","02140502","Antietam Creek","0195","021405020195","Washington","WA","HIGHLAND","HIGHLAND",59.6567366245,787354,4385940,0,0,1551945.36583,1989623.77727
"WA-V-063-201-95",1995,"LITTLE ANTIETAM CREEK UT1 UT1",224829,351317.9,39.690604,77.567511,"-77.567511","021405","Upper Potomac River","UP","02140502","Antietam Creek","0201","021405020201","Washington","WA","HIGHLAND","HIGHLAND",16.8834040546,794349,4399040,0,0,1556730.57973,2003737.0379
"WA-V-072-104-95",1995,"ROCKDALE RUN UT1",227494.6,322673.8,39.712534,77.901718,"-77.901718","021405","Upper Potomac River","UP","02140504","Conococheague Creek","0184","021405040184","Washington","WA","HIGHLAND","HIGHLAND",-9999,765602,4400450,0,0,1528313.73834,2000709.46763
"WA-V-075-220-95",1995,"BEAVER CREEK",213486.4,345117.8,39.588081,77.638861,"-77.638861","021405","Upper Potomac River","UP","02140502","Antietam Creek","0194","021405020194","Washington","WA","HIGHLAND","HIGHLAND",14.5130732114,788659,4387430,0,0,1552988.82488,1991298.85309
"WA-V-077-310-95",1995,"MARSH RUN",207273.9,334131.1,39.531367,77.76614,"-77.76614","021405","Upper Potomac River","UP","02140503","Marsh Run","0185","021405030185","Washington","WA","HIGHLAND","HIGHLAND",24.1615269615,777926,4380750,0,0,1543538.90076,1983007.92243
"WA-V-084-116-95",1995,"LITTLE ANTIETAM CREEK UT1",195130.7,341979.1,39.422555,77.673818,"-77.673818","021405","Upper Potomac River","UP","02140502","Antietam Creek","0189","021405020189","Washington","WA","HIGHLAND","HIGHLAND",-9999,786333,4368950,0,0,1553564.71281,1972470.31108
"WA-V-105-215-95",1995,"LITTLE BEAVER CREEK",209555.1,343162.3,39.552549,77.661292,"-77.661292","021405","Upper Potomac River","UP","02140502","Antietam Creek","0192","021405020192","Washington","WA","HIGHLAND","HIGHLAND",68.2799221557,786818,4383460,0,0,1551811.39456,1987068.56521
"WA-V-118-117-95",1995,"BLACK ROCK CREEK",212603.5,346028.9,39.580186,77.628184,"-77.628184","021405","Upper Potomac River","UP","02140502","Antietam Creek","0193","021405020193","Washington","WA","HIGHLAND","HIGHLAND",50.7930480638,789610,4386550,0,0,1554057.41051,1990568.63278
"WA-V-120-233-95",1995,"SHARMANS BRANCH",195885.3,337216.9,39.429022,77.729191,"-77.729191","021405","Upper Potomac River","UP","02140502","Antietam Creek","0187","021405020187","Washington","WA","HIGHLAND","HIGHLAND",30.3293865695,781513,4369510,0,0,1548816.31117,1972357.49914
"WA-V-131-224-95",1995,"MARSH RUN",224416.8,341629,39.686295,77.680419,"-77.680419","021405","Upper Potomac River","UP","02140502","Antietam Creek","0202","021405020202","Washington","WA","HIGHLAND","HIGHLAND",3.00508831001,784678,4398210,0,0,1547400.2753,2001433.27595
"WA-V-148-305-95",1995,"LITTLE ANTIETAM CREEK",224414.7,348669.8,39.68672,77.598348,"-77.598348","021405","Upper Potomac River","UP","02140502","Antietam Creek","0201","021405020201","Washington","WA","HIGHLAND","HIGHLAND",52.5436393087,791666,4398520,0,0,1554188.18318,2002808.32329
"WA-V-157-111-95",1995,"LITTLE ANTIETAM CREEK UT1",225405,351378.3,39.695795,77.566848,"-77.566848","021405","Upper Potomac River","UP","02140502","Antietam Creek","0201","021405020201","Washington","WA","HIGHLAND","HIGHLAND",29.49276145,794358,4399650,0,0,1556626.74884,2004319.52184
"WA-V-161-214-95",1995,"LITTLE BEAVER CREEK",209623.7,345706.7,39.553329,77.631695,"-77.631695","021405","Upper Potomac River","UP","02140502","Antietam Creek","0192","021405020192","Washington","WA","HIGHLAND","HIGHLAND",66.2584224104,789463,4383650,0,0,1554368.92295,1987659.1769
"WA-V-164-202-95",1995,"RUSH RUN",223344.8,329707.1,39.675759,77.819271,"-77.819271","021405","Upper Potomac River","UP","02140504","Conococheague Creek","0181","021405040181","Washington","WA","HIGHLAND","HIGHLAND",28.3809966162,772807,4396580,0,0,1536041.95013,1997995.49943
"WA-V-170-217-95",1995,"TOMS RUN",222018.5,319817.3,39.662959,77.934372,"-77.934372","021405","Upper Potomac River","UP","02140505","Little Conococheague","0174","021405050174","Washington","WA","HIGHLAND","HIGHLAND",-9999,762990,4394840,0,0,1526745.97289,1994638.77046
"WA-V-174-236-95",1995,"MARSH RUN",226310.5,341882.9,39.703367,77.677623,"-77.677623","021405","Upper Potomac River","UP","02140502","Antietam Creek","0202","021405020202","Washington","WA","HIGHLAND","HIGHLAND",-9999,784851,4400110,0,0,1547084.63199,2003310.22389
"WA-V-175-208-95",1995,"MEADOW BROOK",218221.4,327468.4,39.629434,77.84481,"-77.84481","021405","Upper Potomac River","UP","02140504","Conococheague Creek","0180","021405040180","Washington","WA","HIGHLAND","HIGHLAND",14.5661971967,770800,4391370,0,0,1534897.04751,1992500.05797
"WA-V-175-216-95",1995,"MEADOW BROOK",220761.6,325916.6,39.65218,77.863163,"-77.863163","021405","Upper Potomac River","UP","02140504","Conococheague Creek","0180","021405040180","Washington","WA","HIGHLAND","HIGHLAND",-9999,769140,4393860,0,0,1532912.51645,1994605.68973
"WA-V-176-109-95",1995,"POTOMAC RIVER UT1",196533.3,334131.7,39.434631,77.765086,"-77.765086","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0166","021405010166","Washington","WA","HIGHLAND","HIGHLAND",53.15065423,778372,4370020,0,0,1545664.4854,1972377.0677
"WA-V-186-210-95",1995,"LITTLE ANTIETAM CREEK",199720.1,341388.4,39.463851,77.681076,"-77.681076","021405","Upper Potomac River","UP","02140502","Antietam Creek","0189","021405020189","Washington","WA","HIGHLAND","HIGHLAND",36.1454835283,785509,4373490,0,0,1552099.26523,1976930.9929
"WA-V-192-115-95",1995,"HAMILTON RUN",222346.9,338352.8,39.667428,77.718418,"-77.718418","021405","Upper Potomac River","UP","02140502","Antietam Creek","0199","021405020199","Washington","WA","HIGHLAND","HIGHLAND",15.6750360705,781499,4395980,0,0,1544640.07405,1998726.93068
"WA-V-193-110-95",1995,"POTOMAC RIVER UT2",211630.1,329783.4,39.570261,77.81716,"-77.81716","021405","Upper Potomac River","UP","02140501","Potomac River WA Cnty","0165","021405010165","Washington","WA","HIGHLAND","HIGHLAND",30.8229777475,773410,4384870,0,0,1538473.28795,1986421.10473
"HARP-103-N-2004",2004,"FLOWING SPRINGS RUN (WV)",182037,331885,39.30389,77.789724,"-77.789724","None","None","None","None","None","None","None","None","None","NON_MD","NON_MD",18.3807339758,776837,4355420,0,0,1546461.98167,1957595.92497
"NCRW-110-N-2004",2004,"FLOWING SPRINGS RUN (WV)",181729,331811,39.30111,77.790551,"-77.790551","None","None","None","None","None","None","None","None","None","NON_MD","NON_MD",1.78830785515,776758,4355100,0,0,1546434.25529,1957268.84817
"CABJ-102-R-2003",2003,"CABIN JOHN CREEK",155942.3,386868,39.071391,77.151753,"-77.151753","021402","Washington Metro Potomac River","PW","02140207","Cabin John Creek","0841","021402070841","Montgomery","MO","EPIEDMONT","EPIEDMONT",37.111228586,832977,4331740,0,0,1605092.30947,1942593.91764
"CABJ-104-B-2008",2008,"CABIN JOHN CREEK UT",148301.394729,385258.813229,39.00254,77.17018,"-77.17018","021402","Washington Metro Potomac River","PW","02140207","Cabin John Creek","0841","021402070841","Montgomery","MO","EPIEDMONT","EPIEDMONT",10.1503975528,831681,4324040,0,0,1605037.15074,1934725.33313
"CABJ-109-R-2003",2003,"CABIN JOHN CREEK UT1",150464,383371.7,39.021983,77.192023,"-77.192023","021402","Washington Metro Potomac River","PW","02140207","Cabin John Creek","0841","021402070841","Montgomery","MO","EPIEDMONT","EPIEDMONT",17.1641713162,829676,4326130,0,0,1602773.50628,1936531.13264
"CABJ-207-B-2008",2008,"CABIN JOHN CREEK",148328.958732,385452.774422,39.00279,77.16795,"-77.16795","021402","Washington Metro Potomac River","PW","02140207","Cabin John Creek","0841","021402070841","Montgomery","MO","EPIEDMONT","EPIEDMONT",16.1417641428,831878,4324080,0,0,1605223.70714,1934798.58169
"CABJ-208-B-2008",2008,"CABIN JOHN CREEK",149863.274536,385707.919321,39.01661,77.16503,"-77.16503","021402","Washington Metro Potomac River","PW","02140207","Cabin John Creek","0841","021402070841","Montgomery","MO","EPIEDMONT","EPIEDMONT",6.65984941381,832047,4325630,0,0,1605145.1448,1936364.46093
"CATO-101-X-2011",2011,"SPRUCE RUN",213423.984,355083.736,39.58809,77.52285,"-77.52285","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0219","021403050219","Frederick","FR","HIGHLAND","COLD",34.4064783597,798587,4387830,0,0,1562636.79294,1993221.18457
"CATO-103-R-2003",2003,"MANOR RUN",192355.7,346932.8,39.397875,77.616074,"-77.616074","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0214","021403050214","Frederick","FR","HIGHLAND","HIGHLAND",28.7671518738,791434,4366400,0,0,1559010.94173,1970771.32923
"CATO-104-R-2003",2003,"MIDDLE CREEK",198387.5,347758.2,39.452253,77.606957,"-77.606957","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0215","021403050215","Frederick","FR","HIGHLAND","HIGHLAND",24.8910828612,791981,4372480,0,0,1558601.72979,1976919.21072
"CATO-106-R-2003",2003,"CATOCTIN CREEK UT2",192283.2,352003.4,39.397516,77.557204,"-77.557204","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0215","021403050215","Frederick","FR","HIGHLAND","HIGHLAND",45.6964282712,796505,4366580,0,0,1563941.503,1971734.04125
"CATO-109-R-2003",2003,"CATOCTIN CREEK UT3",203488.2,348515,39.498239,77.598553,"-77.598553","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0218","021403050218","Frederick","FR","HIGHLAND","HIGHLAND",29.0669610522,792511,4377620,0,0,1558298.81194,1982116.98837
"CATO-110-R-2003",2003,"WILES BRANCH",198007.5,352776.6,39.449117,77.548627,"-77.548627","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0215","021403050215","Frederick","FR","HIGHLAND","HIGHLAND",27.7373456347,796994,4372330,0,0,1563515.87526,1977536.13912
"CATO-111-R-2003",2003,"BROAD RUN UT1",193597.8,347261.1,39.409083,77.612359,"-77.612359","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0214","021403050214","Frederick","FR","HIGHLAND","HIGHLAND",46.3032663882,791688,4367700,0,0,1559055.04801,1972105.9118
"CATO-114-R-2009",2009,"LITTLE CATOCTIN CREEK UT",200473.6911,355373.334,39.471466,77.518623,"-77.518623","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0217","021403050217","Frederick","FR","HIGHLAND","COLD",12.40001551,799491,4374900,0,0,1565554.5138,1980471.61927
"CATO-115-R-2009",2009,"LEWIS MILL RUN",190689.5987,353473.421,39.383242,77.540029,"-77.540029","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0213","021403050213","Frederick","FR","HIGHLAND","HIGHLAND",4.67775001481,798013,4365020,0,0,1565662.49655,1970406.33487
"CATO-121-R-2003",2003,"DEER SPRINGS BRANCH UT1",194577.2,353959.5,39.418283,77.534652,"-77.534652","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0216","021403050216","Frederick","FR","HIGHLAND","HIGHLAND",24.3382901663,798333,4368950,0,0,1565356.59502,1974372.91793
"CATO-125-R-2003",2003,"WEST BRANCH UT1",206980.6,353285.6,39.529963,77.543334,"-77.543334","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0219","021403050219","Frederick","FR","HIGHLAND","HIGHLAND",43.6465209562,797147,4381320,0,0,1562252.22499,1986511.24673
"CATO-201-B-2010",2010,"LITTLE CATOCTIN CREEK",199334.75528,353090.742626,39.461088,77.54507,"-77.54507","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0217","021403050217","Frederick","FR","HIGHLAND","HIGHLAND",17.4319995653,797267,4373650,0,0,1563574.86679,1978894.79791
"CATO-202-B-2010",2010,"HOLLOW CREEK",196530.753892,355238.105853,39.435946,77.519933,"-77.519933","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0216","021403050216","Frederick","FR","HIGHLAND","HIGHLAND",20.893331142,799544,4370940,0,0,1566229.00379,1976536.91034
"CATO-205-R-2003",2003,"LEWIS MILL BRANCH",190065.7,352874.5,39.37759,77.546937,"-77.546937","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0213","021403050213","Frederick","FR","HIGHLAND","HIGHLAND",2.2764673183,797445,4364370,0,0,1565208.7395,1969672.20866
"CATO-208-R-2003",2003,"CATOCTIN CREEK UT1",185375.7,352007,39.335299,77.556673,"-77.556673","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0212","021403050212","Frederick","FR","HIGHLAND","HIGHLAND",45.4091991203,796825,4359670,0,0,1565343.05782,1964890.54171
"CATO-212-R-2003",2003,"GRINDSTONE RUN",204118.8,350805.2,39.504051,77.571975,"-77.571975","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0218","021403050218","Frederick","FR","HIGHLAND","HIGHLAND",24.6267706725,794779,4378330,0,0,1560405.77922,1983174.33903
"CATO-214-R-2003",2003,"LEWIS MILL BRANCH",189605.8,352020.4,39.373401,77.556817,"-77.556817","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0213","021403050213","Frederick","FR","HIGHLAND","HIGHLAND",21.4000586333,796595,4363880,0,0,1564454.20772,1969056.17168
"CATO-301-R-2003",2003,"CATOCTIN CREEK",203686.6,352231.1,39.500238,77.555366,"-77.555366","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0218","021403050218","Frederick","FR","HIGHLAND","HIGHLAND",3.61918333599,796198,4377960,0,0,1561852.89653,1983016.15787
"CATO-407-R-2003",2003,"CATOCTIN CREEK",188252.4,350331,39.361117,77.576323,"-77.576323","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0213","021403050213","Frederick","FR","HIGHLAND","HIGHLAND",8.24770198924,794985,4362450,0,0,1563105.27726,1967384.35819
"CATO-408-R-2009",2009,"CATOCTIN CREEK",188212.459,350097.5371,39.360744,77.579029,"-77.579029","021403","Middle Potomac River","MP","02140305","Catoctin Creek","0213","021403050213","Frederick","FR","HIGHLAND","HIGHLAND",6.76420862626,794758,4362400,0,0,1562891.99898,1967294.61249
"COCA-102-N-2003",2003,"POTOMAC RIVER UT19",168957.6,359110.6,39.187775,77.473292,"-77.473292","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0852","021402020852","Montgomery","MO","HIGHLAND","HIGHLAND",25.9433659537,804593,4343560,0,0,1575476.48064,1950028.05063
"COCA-108-N-2003",2003,"POTOMAC RIVER UT20",165882.7,355408.5,39.159897,77.515942,"-77.515942","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0852","021402020852","Montgomery","MO","HIGHLAND","HIGHLAND",9.93423378536,801039,4340300,0,0,1572512.76021,1946241.54681
"COCA-109-N-2003",2003,"POTOMAC RIVER UT20",165775.5,355334.3,39.158927,77.516793,"-77.516793","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0852","021402020852","Montgomery","MO","HIGHLAND","HIGHLAND",15.6153995794,800975,4340210,0,0,1572465.12407,1946137.61207
"COCA-111-N-2003",2003,"POTOMAC RIVER UT20",165732.7,355274.3,39.158539,77.517485,"-77.517485","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0852","021402020852","Montgomery","MO","HIGHLAND","HIGHLAND",27.7751742894,800949,4340150,0,0,1572449.46495,1946071.96906
"COCA-117-N-2003",2003,"MINNEHAHA BRANCH",144069.5,387779,38.964452,77.141014,"-77.141014","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0844","021402020844","Montgomery","MO","EPIEDMONT","EPIEDMONT",-9999,834380,4319920,0,0,1608343.84859,1931178.99104
"COCA-205-N-2003",2003,"HORSEPEN BRANCH UT2",155629.3,368391.1,39.0681,77.365255,"-77.365255","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0849","021402020849","Montgomery","MO","HIGHLAND","HIGHLAND",11.8971100252,814486,4330610,0,0,1587189.03469,1938646.1211
"COCA-206-N-2003",2003,"MUDDY BRANCH",154141.8,374551.5,39.054901,77.294014,"-77.294014","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0848","021402020848","Montgomery","MO","HIGHLAND","HIGHLAND",37.3473788632,820743,4329410,0,0,1593496.71375,1938407.41175
"COCA-208-N-2003",2003,"ROCK RUN",144725.4,384283.1,38.970305,77.181366,"-77.181366","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0845","021402020845","Montgomery","MO","EPIEDMONT","EPIEDMONT",-9999,830856,4320420,0,0,1604988.43938,1930884.56535
"COCA-209-N-2003",2003,"ROCK RUN",144879.8,384232.4,38.971695,77.181955,"-77.181955","021402","Washington Metro Potomac River","PW","02140202","Potomac River MO Cnty","0845","021402020845","Montgomery","MO","EPIEDMONT","EPIEDMONT",25.6312458732,830794,4320600,0,0,1604712.37182,1931163.69776
