Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
PR_xxxx,6/21/12,28,0,W,1,DFUS,J,15,30,
PR_xxxx,6/21/12,29,1,W,1,EBIS,L,16,30,
PR_xxxx,6/21/12,30,3,W,1,EBIS,L,18,38,
PR_xxxx,6/21/12,31,3,W,1,EBIS,L,21,44,
PR_xxxx,6/21/12,32,1,W,1,EBIS,L,18,31,
PR_xxxx,6/21/12,33,1,W,1,GPOR,L,46,72,
PR_xxxx,6/21/12,34,1,W,1,EBIS,L,19,35,
PR_xxxx,6/21/12,35,1,W,1,EBIS,L,20,35,
PR_xxxx,6/21/12,36,1,W,1,EBIS,L,21,38,
PR_xxxx,6/21/12,37,1,W,1,EBIS,L,27,43,
PR_xxxx,6/21/12,38,0,W,2,EBIS,L,18,32,
PR_xxxx,6/21/12,39,1,W,2,DMON,J,28,50,
PR_xxxx,6/21/12,40,1,W,2,EBIS,L,19,39,
PR_xxxx,6/21/12,41,2,W,2,EBIS,L,20,42,
PR_xxxx,6/21/12,42,2,W,2,GPOR,L,52,97,
PR_xxxx,6/21/12,43,1,W,2,EBIS,L,24,42,
PR_xxxx,6/21/12,44,1,W,2,DFUS,A,53,104,
PR_xxxx,6/21/12,45,2,W,2,EBIS,L,18,39,
PR_xxxx,6/21/12,46,2,W,2,EBIS,L,18,38,
PR_xxxx,6/21/12,47,4,W,2,EBIS,L,16,33,
PR_xxxx,6/21/12,48,5,W,2,GPOR,L,42,69,
PR_xxxx,6/21/12,49,1,W,2,EBIS,L,17,37,tail tip gone
PR_xxxx,6/21/12,50,1,W,2,EBIS,L,16,35,
PR_xxxx,6/21/12,51,1,W,2,EBIS,L,17,36,
PR_xxxx,6/21/12,52,1,W,2,EBIS,L,20,41,
PR_xxxx,6/21/12,53,5,W,2,EBIS,L,20,42,
PR_xxxx,6/21/12,54,2,W,2,GPOR,L,16,32,
PR_xxxx,6/21/12,55,8,W,2,EBIS,L,18,34,
PR_xxxx,6/21/12,56,8,W,2,EBIS,L,17,35,
PR_xxxx,6/21/12,57,8,W,2,EBIS,L,16,35,
PR_xxxx,6/21/12,58,13,W,2,EBIS,L,21,39,
PR_xxxx,6/21/12,59,9,W,2,EBIS,J,28,55,
PR_xxxx,6/21/12,60,10,W,2,EBIS,L,22,45,
PR_xxxx,6/21/12,61,12,W,2,EBIS,L,18,39,
PR_xxxx,6/21/12,62,,,,EBIS,L,16,31,no pass data
PR_xxxx,6/21/12,63,12,W,2,DFUS,A,40,96,
PR_xxxx,6/21/12,64,11,W,2,DFUS,J,17,32,
PR_xxxx,6/21/12,65,13,W,2,DFUS,A,43,81,
PR_xxxx,6/21/12,66,12,W,2,EBIS,L,17,33,
PR_xxxx,6/21/12,67,12,W,2,EBIS,L,20,42,
PR_xxxx,6/21/12,68,10,W,2,EBIS,L,16,33,
PR_xxxx,6/21/12,69,10,W,2,EBIS,L,18,36,
PRC3DS,6/26/12,1,4,W,1,DFUS,J,15,25,
PRC3DS,6/26/12,2,7,W,1,EBIS,L,26,52,
PRC3DS,6/26/12,3,8,W,1,EBIS,L,31,62,
PRC3DS,6/26/12,4,4,B,1,EBIS,A,38,86,
PRC3DS,6/26/12,5,10,W,1,EBIS,L,19,26,
PRC3DS,6/26/12,6,15,W,1,EBIS,L,28,54,
PRC3DS,6/26/12,7,14,W,1,EBIS,L,23,41,
PRC3DS,6/26/12,8,14,B,1,DMON,A,60,96,
PRC3DS,6/26/12,9,15,W,2,EBIS,L,25,50,
PRC3DS,6/26/12,10,16,W,2,EBIS,A,39,74,
PRC3DS,6/26/12,11,15,W,2,EBIS,L,26,53,
PRC3DS,6/26/12,12,15,W,2,EBIS,L,31,62,
PRC3DS,6/26/12,13,15,W,2,EBIS,L,29,60,
PRC3DS,6/26/12,14,5,B,2,DMON,J,29,35,
PRC3DS,6/26/12,15,17,B,2,EBIS,A,38,76,
PRC3DS,6/26/12,16,8,B,3,EBIS,A,38,90,
PRC3DS,6/26/12,17,8,W,3,EBIS,L,30,49,
PRC3DS,6/26/12,18,15,W,3,EBIS,L,28,62,
PRC3DS,6/26/12,19,15,B,1,DMON,A,53,114,
MRC3ML,6/27/12,1,17,W,1,DFUS,J,16,35,
MRC3ML,6/27/12,2,15,W,1,EBIS,L,21,46,
MRC3ML,6/27/12,3,16,W,1,EBIS,L,18,30,
MRC3ML,6/27/12,4,16,W,1,EBIS,L,20,38,
MRC3ML,6/27/12,5,14,W,1,EBIS,L,18,28,
MRC3ML,6/27/12,6,19,W,1,EBIS,L,15,28,
MRC3ML,6/27/12,7,20,W,1,GPOR,L,32,60,
MRC3ML,6/27/12,8,18,W,1,EBIS,L,9,15,
MRC3ML,6/27/12,9,18,W,1,EBIS,L,18,34,
MRC3ML,6/27/12,10,13,W,1,EBIS,L,17,25,end of tail missing
MRC3ML,6/27/12,11,8,W,1,EBIS,L,17,34,
MRC3ML,6/27/12,12,8,W,1,EBIS,L,24,49,
MRC3ML,6/27/12,13,8,W,1,GPOR,L,52,94,
MRC3ML,6/27/12,14,11,W,1,EBIS,L,19,25,
MRC3ML,6/27/12,15,11,W,1,EBIS,L,10,15,
MRC3ML,6/27/12,16,11,W,1,EBIS,L,24,50,
MRC3ML,6/27/12,17,11,B,1,DFUS,A,53,124,
MRC3ML,6/27/12,18,21,W,1,EBIS,J,20,45,
MRC3ML,6/27/12,19,22,W,1,EBIS,L,18,35,
MRC3ML,6/27/12,20,21,W,1,EBIS,L,22,48,
MRC3ML,6/27/12,21,16,B,1,DFUS,A,60,125,
MRC3ML,6/27/12,22,21,W,1,EBIS,L,9,17,
MRC3ML,6/27/12,23,21,W,1,EBIS,L,15,28,
MRC3ML,6/27/12,24,20,W,1,EBIS,L,9,15,
MRC3ML,6/27/12,25,4,W,1,GPOR,L,39,69,
MRC3ML,6/27/12,26,8,W,2,EBIS,L,20,40,
MRC3ML,6/27/12,27,4,W,2,EBIS,L,20,35,
MRC3ML,6/27/12,28,7,W,2,EBIS,L,17,33,
MRC3ML,6/27/12,29,4,W,2,EBIS,L,22,45,
MRC3ML,6/27/12,30,4,W,2,EBIS,L,18,35,
MRC3ML,6/27/12,31,7,W,2,EBIS,L,9,15,
MRC3ML,6/27/12,32,4,W,2,EBIS,L,9,15,
MRC3ML,6/27/12,33,4,W,2,EBIS,L,22,44,
MRC3ML,6/27/12,34,8,W,2,EBIS,L,15,28,
MRC3ML,6/27/12,35,10,W,2,EBIS,L,16,34,
MRC3ML,6/27/12,36,9,W,2,EBIS,L,7,14,
MRC3ML,6/27/12,37,9,W,2,EBIS,L,17,32,
MRC3ML,6/27/12,38,8,W,2,EBIS,L,16,30,
MRC3ML,6/27/12,39,8,W,2,EBIS,L,17,33,
MRC3ML,6/27/12,40,9,W,2,EBIS,L,9,16,
MRC3ML,6/27/12,41,8,W,2,EBIS,L,8,15,
MRC3ML,6/27/12,42,9,W,2,EBIS,L,9,16,
MRC3ML,6/27/12,43,21,B,2,DMON,A,44,70,end of tail missing
MRC3ML,6/27/12,44,21,B,2,EBIS,J,20,37,
MRC3ML,6/27/12,45,21,W,2,EBIS,L,20,38,
MRC3ML,6/27/12,46,22,W,2,EBIS,L,19,39,
MRC3ML,6/27/12,47,23,W,2,EBIS,L,21,36,"tail tip missing, gills nearly gone"
MRC3ML,6/27/12,48,22,W,2,EBIS,L,19,40,
MRC3ML,6/27/12,49,22,W,2,EBIS,L,19,37,
MRC3ML,6/27/12,50,22,W,2,EBIS,L,21,40,
MRC3ML,6/27/12,51,6,W,3,EBIS,L,18,37,
MRC3ML,6/27/12,52,14,W,3,EBIS,L,15,30,gills very small
MRC3ML,6/27/12,53,17,W,3,EBIS,L,17,33,
MRC3ML,6/27/12,54,18,W,3,GPOR,L,45,82,
MRC3ML,6/27/12,55,16,W,3,EBIS,L,13,22,
MRC3ML,6/27/12,56,16,W,3,EBIS,L,16,33,
MRC3ML,6/27/12,57,10,W,3,EBIS,L,14,25,
MRC3ML,6/27/12,58,11,W,3,EBIS,L,18,28,"end part of tail pale, maybe regenerated? Looks weird, tail is very short"
MRC3ML,6/27/12,59,19,W,3,GPOR,L,60,150,
MRC3ML,6/27/12,60,19,W,3,EBIS,L,17,30,
MRC3ML,6/27/12,61,12,W,3,GPOR,L,55,95,
MRC3ML,6/27/12,62,23,W,3,EBIS,L,20,40,
MRC3ML,6/27/12,63,21,W,3,EBIS,L,15,28,
MRC3ML,6/27/12,64,21,W,3,EBIS,L,14,27,
MRC3ML,6/27/12,65,14,W,3,EBIS,L,21,40,
MRC3ML,6/27/12,66,14,W,3,EBIS,L,18,38,
MRC3ML,6/27/12,67,13,W,3,EBIS,L,17,37,
MRC3ML,6/27/12,68,14,W,3,DFUS,J,23,48,
NFMTL2,7/2/12,1,1,W,1,EBIS,L,13,22,
NFMTL2,7/2/12,2,0,W,1,EBIS,L,12,21,
NFMTL2,7/2/12,3,0,W,1,GPOR,L,65,119,
NFMTL2,7/2/12,4,1,W,1,EBIS,L,16,31,
NFMTL2,7/2/12,5,1,W,1,EBIS,L,10,18,
NFMTL2,7/2/12,6,1,W,1,EBIS,L,12,20,
NFMTL2,7/2/12,7,2,W,1,EBIS,L,17,33,
NFMTL2,7/2/12,8,1,W,1,EBIS,L,24,49,
NFMTL2,7/2/12,9,3,W,1,EBIS,L,18,30,
NFMTL2,7/2/12,10,1,W,1,EBIS,L,11,15,
NFMTL2,7/2/12,11,1,W,1,EBIS,L,20,38,
NFMTL2,7/2/12,12,0,B,1,DFUS,J,17,36,
NFMTL2,7/2/12,13,1,B,1,GPOR,L,59,99,right front foot regenerating
NFMTL2,7/2/12,14,10,W,1,EBIS,L,18,34,
NFMTL2,7/2/12,15,11,W,1,DFUS,A,36,76,
NFMTL2,7/2/12,16,11,W,1,EBIS,L,13,22,
NFMTL2,7/2/12,17,10,W,1,EBIS,L,20,40,
NFMTL2,7/2/12,18,10,W,1,EBIS,L,21,41,
NFMTL2,7/2/12,19,10,W,1,DFUS,J,18,36,
NFMTL2,7/2/12,20,8,B,1,EBIS,J,25,51,
NFMTL2,7/2/12,21,11,W,1,GPOR,L,58,98,
NFMTL2,7/2/12,22,10,W,1,EBIS,L,13,22,
NFMTL2,7/2/12,23,10,W,1,EBIS,L,18,35,
NFMTL2,7/2/12,24,9,W,2,DFUS,J,19,40,
NFMTL2,7/2/12,25,10,W,2,EBIS,L,26,54,
NFMTL2,7/2/12,26,11,W,2,EBIS,L,11,20,
NFMTL2,7/2/12,27,11,W,2,EBIS,L,21,39,
NFMTL2,7/2/12,28,11,W,2,EBIS,L,17,32,
NFMTL2,7/2/12,29,11,B,2,DFUS,J,17,26,
NFMTL2,7/2/12,30,11,W,2,DFUS,J,15,32,
NFMTL2,7/2/12,31,0,W,2,GPOR,L,58,105,
NFMTL2,7/2/12,32,2,W,2,EBIS,L,15,30,
NFMTL2,7/2/12,33,2,W,2,GPOR,L,59,101,
NFMTL2,7/2/12,34,1,W,3,EBIS,L,22,46,
NFMTL2,7/2/12,35,0,W,3,DFUS,J,18,38,
NFMTL2,7/2/12,36,0,W,3,EBIS,L,11,19,
NFMTL2,7/2/12,37,1,W,3,EBIS,L,11,19,
NFMTL2,7/2/12,38,1,W,3,EBIS,L,16,29,
NFMTL2,7/2/12,39,1,W,3,DFUS,A,41,85,
NFMTL2,7/2/12,40,2,W,3,DMON,J,37,65,
NFMTL2,7/2/12,41,1,W,3,EBIS,L,12,21,
NFMTL2,7/2/12,42,1,W,3,EBIS,L,19,37,
NFMTL2,7/2/12,43,2,W,3,EBIS,L,17,33,
NFMTL2,7/2/12,44,2,W,3,EBIS,L,12,22,
NFMTL2,7/2/12,45,3,W,3,EBIS,L,25,48,
NFMTL2,7/2/12,46,3,W,3,EBIS,L,17,31,
NFMTL2,7/2/12,47,3,W,3,EBIS,L,18,34,
NFMTL2,7/2/12,48,3,W,3,GPOR,L,47,86,regenerating left front leg
NFMTL2,7/2/12,49,3,W,3,EBIS,L,19,35,
NFMTL2,7/2/12,50,0,B,3,DMON,A,44,92,
NFMTL2,7/2/12,51,3,B,3,DFUS,J,30,52,
NFMTL2,7/2/12,52,10,W,3,EBIS,L,20,38,
NFMTL2,7/2/12,53,11,W,3,EBIS,L,16,30,
NFMTL2,7/2/12,54,11,W,3,EBIS,L,25,52,
NFMTL2,7/2/12,55,11,W,3,EBIS,l,20,38,
NFMTL2,7/2/12,56,11,W,3,EBIS,L,11,19,
NFMTL2,7/2/12,57,11,W,3,GPOR,L,63,113,
NFMTL2,7/2/12,58,10,W,4,EBIS,L,10,19,
NFMTL2,7/2/12,59,10,W,4,EBIS,L,9,17,
NFMTL2,7/2/12,60,10,W,4,EBIS,L,11,21,
NFMTL2,7/2/12,61,11,W,4,EBIS,L,9,17,
NFMTL2,7/2/12,62,11,W,4,EBIS,L,11,19,
NFMTL2,7/2/12,63,11,W,4,GPOR,L,36,55,EE didn't do on pass 2
NFMTL2,7/2/12,64,11,W,4,EBIS,L,17,27,EE didn't do on pass 2
NFMTL2,7/2/12,65,0,B,4,DFUS,J,17,34,
NFMTL2,7/2/12,66,11,W,4,EBIS,L,17,34,
NFMTL2,7/2/12,67,11,W,4,EBIS,L,16,34,
RMRTS,7/3/12,1,7,W,1,DFUS,J,16,35,
RMRTS,7/3/12,2,6,W,1,GPOR,L,41,79,
RMRTS,7/3/12,3,7,W,1,EBIS,L,18,39,
RMRTS,7/3/12,4,7,W,1,GPOR,L,47,83,
RMRTS,7/3/12,5,8,W,1,GPOR,L,56,85,
RMRTS,7/3/12,6,6,W,1,EBIS,L,16,31,
RMRTS,7/3/12,7,7,W,1,DMON,A,55,112,
RMRTS,7/3/12,8,6,W,1,EBIS,L,19,36,
RMRTS,7/3/12,9,7,W,1,GPOR,L,33,58,
RMRTS,7/3/12,10,6,W,1,EBIS,L,21,40,
RMRTS,7/3/12,11,9,W,1,EBIS,L,10,18,
RMRTS,7/3/12,12,14,W,1,GPOR,L,52,93,
RMRTS,7/3/12,13,9,W,1,DFUS,J,17,34,
RMRTS,7/3/12,14,9,W,1,DFUS,J,19,34,
RMRTS,7/3/12,15,9,W,1,DFUS,J,16,38,
RMRTS,7/3/12,16,13,W,2,EBIS,L,20,18,
RMRTS,7/3/12,17,14,W,2,EBIS,L,20,39,
RMRTS,7/3/12,18,13,W,3,EBIS,L,10,17,
RMRTS,7/3/12,19,7,W,1,EBIS,L,16,29,
RMRTS,7/3/12,20,1,W,2,EBIS,L,20,41,
RMRTS,7/3/12,21,5,W,2,EBIS,L,16,34,
RMRTS,7/3/12,22,13,W,3,EBIS,L,9,17,
RMRTS,7/3/12,23,7,W,2,EBIS,L,14,30,
RMRTS,7/3/12,24,5,W,2,EBIS,L,22,45,
RMRTS,7/3/12,25,13,W,3,EBIS,L,17,33,
RMRTS,7/3/12,26,1,W,2,EBIS,L,13,27,
RMRTS,7/3/12,27,14,W,3,EBIS,L,19,39,
RMRTS,7/3/12,28,7,W,1,EBIS,L,18,36,
RMRTS,7/3/12,29,14,W,3,GPOR,L,47,86,
RMRTS,7/3/12,30,2,W,1,DFUS,J,14,30,
RMRTS,7/3/12,31,13,W,3,EBIS,L,12,22,
RMRTS,7/3/12,32,13,W,3,EBIS,L,17,34,
RMRTS,7/3/12,33,6,W,2,EBIS,L,19,37,
RMRTS,7/3/12,34,5,B,1,DFUS,A,68,125,
RMRTS,7/3/12,35,1,W,3,EBIS,L,10,18,
RMRTS,7/3/12,36,5,B,2,EBIS,J,24,57,
RMRTS,7/3/12,37,4,B,3,DFUS,J,17,35,
RMRTS,7/3/12,38,4,W,3,DFUS,J,17,35,
RMRTS,7/3/12,39,16,W,1,DFUS,J,24,51,
RMRTS,7/3/12,40,16,B,2,DFUS,A,57,118,
RMRTS,7/3/12,41,14,W,2,EBIS,L,19,36,
RMRTS,7/3/12,42,14,B,2,DMON,J,21,47,
RMRTS,7/3/12,43,13,W,2,EBIS,L,23,46,
RMRTS,7/3/12,44,10,W,3,EBIS,L,24,51,
RMRTS,7/3/12,45,2,W,2,EBIS,L,10,18,
RMRTS,7/3/12,46,7,W,3,EBIS,L,18,35,
RMRTS,7/3/12,47,6,W,3,GPOR,L,47,85,
RMRTS,7/3/12,48,2,W,4,DFUS,J,19,42,
RMRTS,7/3/12,49,1,W,4,DFUS,J,18,37,
RMRTS,7/3/12,50,2,W,2,EBIS,L,25,51,
RMRTS,7/3/12,51,6,B,1,DFUS,A,59,76,
RMRTS,7/3/12,52,1,W,2,EBIS,L,18,37,
RMRTS,7/3/12,53,1,W,2,DFUS,A,40,87,
RMRTS,7/3/12,54,3,W,4,EBIS,L,15,28,
RMRTS,7/3/12,55,2,W,4,DFUS,J,19,38,
RMRTS,7/3/12,56,3,W,2,DMON,J,21,42,
RMRTS,7/3/12,57,10,W,3,EBIS,L,10,18,
RMRTS,7/3/12,58,8,W,3,EBIS,L,21,41,
RMRTS,7/3/12,59,8,W,3,EBIS,L,19,37,
RMRTS,7/3/12,60,1,W,3,EBIS,L,21,42,
RMRTS,7/3/12,61,13,W,4,DFUS,A,50,107,
RMRTS,7/3/12,62,9,B,4,DMON,J,33,68,
RMRTS,7/3/12,63,12,W,4,DMON,J,34,71,
RMRTS,7/3/12,64,13,W,4,GPOR,L,53,94,
RMRTS,7/3/12,65,13,W,4,DFUS,A,54,112,
RMRTS,7/3/12,66,1,W,2,EBIS,L,17,36,
RMRTS,7/3/12,67,3,W,4,EBIS,L,17,37,
RMRTS,7/3/12,68,2,W,2,EBIS,J,24,53,
RMRTS,7/3/12,69,16,W,3,DMON,A,47,104,
RMRTS,7/3/12,70,1,W,2,EBIS,L,8,18,
RMRTS,7/3/12,71,2,W,2,EBIS,L,18,36,
RMRTS,7/3/12,72,2,W,2,DFUS,J,16,32,
RMRTS,7/3/12,73,2,B,2,DFUS,J,20,40,
RMRTS,7/3/12,74,2,B,1,DFUS,J,18,39,
RMRTS,7/3/12,75,1,W,4,EBIS,L,17,33,
RMRTS,7/3/12,76,7,W,4,EBIS,L,9,18,
RMRTS,7/3/12,77,1,W,2,DFUS,J,18,32,
RMRTS,7/3/12,78,2,W,4,GPOR,L,54,66,
RMRTS,7/3/12,79,14,W,4,GPOR,L,44,82,
RMRTS,7/3/12,80,14,W,4,EBIS,L,15,27,
RMRTS,7/3/12,81,15,W,4,EBIS,L,22,46,
RMRTS,7/3/12,82,14,W,5,EBIS,L,9,18,
RMRTS,7/3/12,83,15,W,4,EBIS,L,26,58,
RMRTS,7/3/12,84,14,B,4,EBIS,J,24,47,
RMRTS,7/3/12,85,1,W,4,DFUS,J,19,38,
RMRTS,7/3/12,86,13,W,5,EBIS,L,18,37,
RMRTS,7/3/12,87,4,W,4,EBIS,L,20,40,
RMRTS,7/3/12,88,5,W,4,EBIS,L,21,39,
RMRTS,7/3/12,89,7,W,4,EBIS,L,22,44,
RMRTS,7/3/12,90,13,W,5,EBIS,L,16,32,
RMRTS,7/3/12,91,14,W,4,EBIS,L,23,46,
RMRTS,7/3/12,92,5,W,4,EBIS,L,16,30,
RMRTS,7/3/12,93,14,B,4,DFUS,J,18,32,
RMRTS,7/3/12,94,13,W,5,EBIS,L,17,37,
RMRTS,7/3/12,95,14,W,5,EBIS,L,24,52,
RMRTS,7/3/12,96,2,W,2,DFUS,J,20,40,
RMRTS,7/3/12,97,14,W,5,EBIS,L,16,32,
RMRTS,7/3/12,98,12,W,5,EBIS,L,14,27,
RMRTS,7/3/12,99,7,W,4,EBIS,L,10,18,
RMRTS,7/3/12,100,10,W,5,EBIS,L,16,35,
RMRTS,7/3/12,101,10,W,5,EBIS,L,17,35,
RMRTS,7/3/12,102,14,W,5,EBIS,L,18,34,
RMRTS,7/3/12,103,14,W,5,EBIS,L,15,30,
RMRTS,7/3/12,104,5,B,5,DFUS,A,39,70,
RMRTS,7/3/12,105,6,W,5,GPOR,L,43,79,
RMRTS,7/3/12,106,8,B,5,DMON,A,65,135,
RMRTS,7/3/12,107,5,W,5,EBIS,L,20,37,
RMRTS,7/3/12,108,10,W,5,EBIS,L,18,35,
RMRTS,7/3/12,109,5,W,5,DMON,A,62,124,
RMRTS,7/3/12,110,10,W,5,EBIS,L,15,32,
RMRTS,7/3/12,111,5,W,5,EBIS,L,19,40,
RMRTS,7/3/12,112,5,W,5,EBIS,L,14,26,
RMRTS,7/3/12,113,4,W,5,EBIS,J,28,56,
RMRTS,7/3/12,114,2,W,5,GPOR,L,47,87,
RMRTS,7/3/12,115,13,B,5,DMON,A,52,104,
RMRTS,7/3/12,116,6,W,5,EBIS,L,15,29,
RMRTS,7/3/12,117,8,W,5,DFUS,J,16,34,
RMRTS,7/3/12,118,,,,EBIS,L,22,45,6 W 3? Bag unmarked
RMRTS,7/3/12,119,6,W,5,EBIS,L,19,40,
RMRTS,7/3/12,120,1,W,1,DFUS,A,47,97,
RRC1EU,7/4/12,1,1,W,1,DFUS,J,14,28,
RRC1EU,7/4/12,2,1,W,1,DFUS,J,15,28,
RRC1EU,7/4/12,3,5,W,1,DFUS,J,16,31,
RRC1EU,7/4/12,4,3,W,1,DFUS,J,15,27,
RRC1EU,7/4/12,5,6,W,1,DFUS,J,22,46,
RRC1EU,7/4/12,6,8,W,1,DFUS,J,15,26,
RRC1EU,7/4/12,7,8,W,1,DFUS,J,22,39,
RRC1EU,7/4/12,8,11,W,1,GPOR,L,50,83,
RRC1EU,7/4/12,9,13,B,2,DFUS,A,42,83,
RRC1EU,7/4/12,10,13,W,2,EBIS,L,18,34,
RRC1EU,7/4/12,11,8,W,3,DFUS,J,17,31,
RRC1EU,7/4/12,12,13,W,2,EBIS,L,18,34,
RRC1EU,7/4/12,13,11,W,2,DFUS,J,19,40,
RRC1EU,7/4/12,14,10,W,2,DFUS,J,16,30,
RRC1EU,7/4/12,15,10,W,2,DFUS,J,23,48,
RRC1EU,7/4/12,16,13,W,2,EBIS,L,17,31,
RRC1EU,7/4/12,17,13,W,2,EBIS,L,13,26,
RRC1EU,7/4/12,18,12,W,3,DFUS,J,15,28,
RRC1EU,7/4/12,19,16,W,2,EBIS,L,13,19,
RRC1EU,7/4/12,20,10,B,2,DFUS,J,15,29,
RRC1EU,7/4/12,21,11,W,2,DMON,J,31,65,
RRC1EU,7/4/12,22,13,W,2,DFUS,J,20,39,
RRC1EU,7/4/12,23,14,W,4,DMON,A,53,116,
RRC1EU,7/4/12,24,10,W,4,DFUS,J,27,59,
RRC1EU,7/4/12,25,17,W,4,DMON,J,24,50,
RRC1EU,7/4/12,26,9,W,4,EBIS,L,18,38,
RRC1EU,7/4/12,27,8,W,5,EBIS,L,17,33,
RRC1EU,7/4/12,28,9,W,5,DMON,J,25,48,
RRC1EU,7/4/12,29,3,W,5,DMON,J,35,60,Tail tip missing
RRC1EU,7/4/12,30,17,W,5,DFUS,J,20,47,
RRC1EU,7/4/12,31,8,W,4,DFUS,J,17,35,
RRC1EU,7/4/12,32,10,W,4,DFUS,J,13,27,
RRC1EU,7/4/12,33,0,W,3,DFUS,J,21,45,
RRC1EU,7/4/12,34,1,W,3,DFUS,J,13,27,
RRC1EU,7/4/12,35,13,B,5,DFUS,J,14,27,
RRC4TL,7/9/12,1,4,W,1,EBIS,L,20,36,
RRC4TL,7/9/12,2,17,W,1,DFUS,J,26,55,
RRC4TL,7/9/12,3,14,W,1,EBIS,L,22,45,
RRC4TL,7/9/12,4,19,W,1,DFUS,J,15,29,
RRC4TL,7/9/12,5,22,B,1,EBIS,J,22,45,
RRC4TL,7/9/12,6,22,B,1,DFUS,A,50,102,Warty toes
RRC4TL,7/9/12,7,7,B,1,DFUS,J,17,29,
RRC4TL,7/9/12,8,4,W,2,EBIS,L,21,40,
RRC4TL,7/9/12,9,4,W,2,EBIS,L,21,39,
RRC4TL,7/9/12,10,4,W,2,EBIS,L,22,43,
RRC4TL,7/9/12,11,7,W,2,EBIS,J,22,44,
RRC4TL,7/9/12,12,7,W,2,EBIS,L,22,45,
RRC4TL,7/9/12,13,5,W,2,DMON,J,36,79,
RRC4TL,7/9/12,14,9,W,2,EBIS,J,22,45,
RRC4TL,7/9/12,15,8,W,2,EBIS,J,25,44,
RRC4TL,7/9/12,16,8,W,2,EBIS,J,23,46,
RRC4TL,7/9/12,17,8,W,2,EBIS,L,11,18,
RRC4TL,7/9/12,18,18,W,2,EBIS,J,25,51,
RRC4TL,7/9/12,19,16,W,2,EBIS,L,21,40,
RRC4TL,7/9/12,20,20,B,2,EBIS,J,25,34,Tail badly damaged
RRC4TL,7/9/12,21,8,B,2,DFUS,J,14,25,
RRC4TL,7/9/12,22,8,B,2,DMON,A,46,107,Bit Nathan
RRC4TL,7/9/12,23,18,W,3,DFUS,A,60,123,Gravid
RRC4TL,7/9/12,24,9,W,2,GPOR,L,47,81,
RRC4TL,7/9/12,25,9,W,2,EBIS,L,22,44,
RRC4TL,7/9/12,26,9,W,2,EBIS,L,18,36,
RRC4TL,7/9/12,27,17,W,3,EBIS,L,17,29,
RRC4TL,7/9/12,28,15,W,3,EBIS,L,20,36,
RRC4TL,7/9/12,29,14,W,3,GPOR,L,60,103,
RRC4TL,7/9/12,30,18,W,3,DFUS,J,35,83,
RRC4TL,7/9/12,31,17,W,3,EBIS,L,25,45,
RRC4TL,7/9/12,32,10,W,3,EBIS,L,18,33,
RRC4TL,7/9/12,33,16,W,3,EBIS,J,21,42,
RRC4TL,7/9/12,34,18,W,3,DMON,J,38,86,
HRMC2,7/10/12,1,3,W,1,EBIS,L,22,42,
HRMC2,7/10/12,2,8,W,1,EBIS,L,20,40,
HRMC2,7/10/12,3,4,W,1,EBIS,L,22,53,Tail tip cut off
HRMC2,7/10/12,4,4,W,1,EBIS,A,25,55,
HRMC2,7/10/12,5,6,W,1,EBIS,L,19,39,
HRMC2,7/10/12,6,6,W,1,EBIS,L,35,82,
HRMC2,7/10/12,7,11,W,1,EBIS,L,18,38,
HRMC2,7/10/12,8,5,W,1,EBIS,L,21,36,
HRMC2,7/10/12,9,7,W,1,EBIS,L,26,47,
HRMC2,7/10/12,10,7,W,1,EBIS,L,17,36,
HRMC2,7/10/12,11,8,W,1,EBIS,L,22,45,
HRMC2,7/10/12,12,7,B,1,EBIS,A,38,85,
HRMC2,7/10/12,13,1,W,2,EBIS,L,29,73,
HRMC2,7/10/12,14,9,W,2,EBIS,J,26,58,"metamorphosis stage, marked as L/J"
HRMC2,7/10/12,15,9,W,2,EBIS,J,30,70,
HRMC2,7/10/12,16,9,W,2,EBIS,L,20,41,
HRMC2,7/10/12,17,9,W,2,EBIS,L,25,59,
HRMC2,7/10/12,18,9,W,2,EBIS,L,22,43,
HRMC2,7/10/12,19,9,W,2,EBIS,L,23,42,
HRMC2,7/10/12,20,9,W,2,EBIS,L,11,20,
HRMC2,7/10/12,21,11,W,2,EBIS,L,32,72,
HRMC2,7/10/12,22,8,W,3,EBIS,L,23,46,
HRMC2,7/10/12,23,3,W,3,EBIS,L,12,20,
HRMC2,7/10/12,24,3,W,3,EBIS,A,32,42,tail missing
HRMC2,7/10/12,25,4,W,3,EBIS,A,26,56,
HRMC2,7/10/12,26,9,W,3,EBIS,A,25,57,
HRMC2,7/10/12,27,4,W,3,EBIS,L,30,71,
HRMC2,7/10/12,28,10,W,3,EBIS,L,26,50,
HRMC2,7/10/12,29,10,W,3,EBIS,L,9,17,
HRMC2,7/10/12,30,8,W,3,EBIS,L,30,71,
HRMC2,7/10/12,31,8,W,3,EBIS,J,31,76,
BRC1EL,7/11/12,1,4,B,1,DFUS,J,12,28,
BRC1EL,7/11/12,2,4,B,1,DFUS,J,20,51,
BRC1EL,7/11/12,3,15,B,1,DFUS,J,15,29,
BRC1EL,7/11/12,4,15,B,1,DFUS,A,52,117,
BRC1EL,7/11/12,5,4,W,1,DMON,J,16,36,
